 393      119.3    .85 h 19 13
 394      -76.9    .92 h 19 14
 395     -319.8    .95 h 19 15
 396     -284.0    .97 h 19 16
 397      197.9    .99 h 19 17
 398     -239.6    1.0 h 19 18
 399      302.6    1.0 h 19 19
 400     -319.9    .56 g 20  0
 401      113.6    .56 g 20  1
 402     -262.2    .58 g 20  2
 403       94.2    .60 g 20  3
 404     -306.7    .62 g 20  4
 405     -139.2    .63 g 20  5
 406     -291.5    .63 g 20  6
 407     -716.6    .68 g 20  7
 408       55.5    .70 g 20  8
 409     -219.0    .72 g 20  9
 410     -165.1    .71 g 20 10
 411     -206.6    .71 g 20 11
 412     -115.7    .71 g 20 12
 413     -117.5    .74 g 20 13
 414      -56.9    .78 g 20 14
 415       -6.9    .86 g 20 15
 416       31.4    .92 g 20 16
 417     -146.9    .96 g 20 17
 418      453.7    .98 g 20 18
 419     -256.5    .99 g 20 19
 420      424.2    1.0 g 20 20
 421     -297.6    .57 h 20  1
 422      -13.7    .58 h 20  2
 423     -118.4    .60 h 20  3
 424      105.6    .61 h 20  4
 425      101.9    .62 h 20  5
 426       45.3    .65 h 20  6
 427     -213.0    .67 h 20  7
 428      372.5    .71 h 20  8
 429     -382.8    .72 h 20  9
 430      154.2    .71 h 20 10
 431     -290.3    .71 h 20 11
 432       17.1    .71 h 20 12
 433        6.7    .74 h 20 13
 434       13.2    .80 h 20 14
 435      -49.3    .85 h 20 15
 436      -32.2    .91 h 20 16
 437     -152.8    .95 h 20 17
 438       62.2    .99 h 20 18
 439        8.5    1.0 h 20 19
 440       35.0    1.0 h 20 20
 441      -71.5    .50 g 21  0
 442     -157.0    .51 g 21  1
 443     -127.9    .52 g 21  2
 444      -73.9    .53 g 21  3
 445      -98.0    .57 g 21  4
 446      222.1    .57 g 21  5
 447     -299.3    .58 g 21  6
 448     -124.8    .61 g 21  7
 449      155.6    .61 g 21  8
 450       61.0    .64 g 21  9
 451     -137.5    .68 g 21 10
 452      -52.1    .70 g 21 11
 453     -177.1    .70 g 21 12
 454      -51.6    .69 g 21 13
 455       44.3    .69 g 21 14
 456       35.7    .73 g 21 15
 457     -365.8    .80 g 21 16
 458       91.4    .85 g 21 17
 459     -200.6    .92 g 21 18
 460       28.0    .97 g 21 19
 461     -113.8    .99 g 21 20
 462       16.7    1.0 g 21 21
 463     -155.8    .51 h 21  1
 464      312.3    .53 h 21  2
 465      291.1    .54 h 21  3
 466      207.9    .54 h 21  4
 467      165.8    .58 h 21  5
 468      291.2    .59 h 21  6
 469      198.8    .61 h 21  7
 470      442.1    .64 h 21  8
 471     -104.0    .64 h 21  9
 472      209.6    .67 h 21 10
 473      -45.0    .70 h 21 11
 474     -139.6    .70 h 21 12
 475      229.4    .69 h 21 13
 476      -59.8    .70 h 21 14
 477      -30.0    .73 h 21 15
 478     -182.0    .78 h 21 16
 479      162.1    .85 h 21 17
 480      131.7    .93 h 21 18
 481     -356.9    .97 h 21 19
 482      379.5    .99 h 21 20
 483     -318.6    1.0 h 21 21
 484      -48.6    .45 g 22  0
 485     -197.9    .45 g 22  1
 486      -16.4    .46 g 22  2
 487       84.0    .47 g 22  3
 488      155.6    .48 g 22  4
 489      194.9    .51 g 22  5
 490      -91.6    .52 g 22  6
 491       55.5    .54 g 22  7
 492      183.6    .56 g 22  8
 493       43.1    .58 g 22  9
 494      -16.4    .61 g 22 10
 495     -149.6    .63 g 22 11
 496       33.1    .64 g 22 12
 497      -39.4    .67 g 22 13
 498      123.4    .67 g 22 14
 499      -62.2    .67 g 22 15
 500      -74.9    .68 g 22 16
 501      -28.0    .71 g 22 17
 502      142.1    .78 g 22 18
 503      147.2    .87 g 22 19
 504     -307.5    .93 g 22 20
 505      228.2    .98 g 22 21
 506     -365.4    .99 g 22 22
 507      -52.5    .46 h 22  1
 508      180.6    .45 h 22  2
 509      182.5    .46 h 22  3
 510      -69.5    .49 h 22  4
 511      -24.5    .52 h 22  5
 512       93.2    .53 h 22  6
 513      188.1    .55 h 22  7
 514       54.5    .58 h 22  8
 515      -68.5    .59 h 22  9
 516       93.8    .60 h 22 10
 517      -87.3    .63 h 22 11
 518     -175.3    .66 h 22 12
 519      202.4    .67 h 22 13
 520      -49.8    .67 h 22 14
 521     -129.2    .67 h 22 15
 522     -241.1    .68 h 22 16
 523      -63.6    .70 h 22 17
 524       68.4    .79 h 22 18
 525      168.1    .88 h 22 19
 526     -160.0    .93 h 22 20
 527       62.6    .98 h 22 21
 528     -117.5    .99 h 22 22
 529      -53.7    .42 g 23  0
 530     -120.7    .42 g 23  1
 531       23.0    .40 g 23  2
 532       53.9    .41 g 23  3
 533      -25.8    .42 g 23  4
 534     -185.5    .43 g 23  5
 535       65.2    .43 g 23  6
 536      -45.7    .46 g 23  7
 537      -22.3    .48 g 23  8
 538      -34.5    .52 g 23  9
 539       10.4    .54 g 23 10
 540     -158.9    .55 g 23 11
 541      -15.6    .58 g 23 12
 542      -59.4    .61 g 23 13
 543      122.2    .65 g 23 14
 544     -119.5    .66 g 23 15
 545      -18.3    .65 g 23 16
 546      108.2    .65 g 23 17
 547      -35.6    .66 g 23 18
 548      -94.6    .71 g 23 19
 549      147.0    .78 g 23 20
 550      -88.5    .88 g 23 21
 551      199.1    .95 g 23 22
 552     -121.6    .99 g 23 23
 553       52.8    .40 h 23  1
 554       -2.1    .41 h 23  2
 555      -51.9    .41 h 23  3
 556      -92.9    .41 h 23  4
 557       -7.9    .42 h 23  5
 558       21.1    .43 h 23  6
 559       16.4    .46 h 23  7
 560      -51.3    .50 h 23  8
 561     -135.8    .53 h 23  9
 562       56.1    .52 h 23 10
 563     -172.6    .55 h 23 11
 564       40.8    .58 h 23 12
 565       21.3    .61 h 23 13
 566       19.6    .65 h 23 14
 567      -63.1    .66 h 23 15
 568     -135.9    .66 h 23 16
 569       -3.1    .65 h 23 17
 570       55.9    .66 h 23 18
 571      -63.5    .71 h 23 19
 572       -6.3    .79 h 23 20
 573      188.1    .89 h 23 21
 574     -119.3    .95 h 23 22
 575      313.2    .99 h 23 23
 576      128.5    .40 g 24  0
 577      -31.9    .40 g 24  1
 578       38.5    .38 g 24  2
 579      -80.7    .39 g 24  3
 580     -118.6    .38 g 24  4
 581     -177.4    .39 g 24  5
 582       44.8    .39 g 24  6
 583      -26.8    .39 g 24  7
 584     -153.3    .37 g 24  8
 585        7.6    .40 g 24  9
 586      -49.6    .44 g 24 10
 587      -48.7    .47 g 24 11
 588     -122.1    .51 g 24 12
 589       -1.7    .50 g 24 13
 590       40.1    .52 g 24 14
 591      -57.1    .58 g 24 15
 592      -82.7    .62 g 24 16
 593      170.5    .64 g 24 17
 594     -109.1    .64 g 24 18
 595       28.0    .63 g 24 19
 596      -45.5    .64 g 24 20
 597      -42.1    .71 g 24 21
 598       16.4    .80 g 24 22
 599      -42.7    .90 g 24 23
 600      174.8    .97 g 24 24
 601       59.4    .39 h 24  1
 602      -45.4    .40 h 24  2
 603      -76.0    .39 h 24  3
 604       13.9    .38 h 24  4
 605       26.5    .38 h 24  5
 606       63.0    .38 h 24  6
 607        9.1    .39 h 24  7
 608       29.6    .41 h 24  8
 609       -7.6    .41 h 24  9
 610       38.3    .42 h 24 10
 611      -81.6    .47 h 24 11
 612       63.3    .50 h 24 12
 613       40.0    .52 h 24 13
 614       50.3    .52 h 24 14
 615      -52.5    .57 h 24 15
 616      -88.2    .63 h 24 16
 617       99.9    .65 h 24 17
 618       59.3    .64 h 24 18
 619      -52.2    .63 h 24 19
 620      106.4    .64 h 24 20
 621      -62.1    .71 h 24 21
 622       34.6    .80 h 24 22
 623     -171.1    .90 h 24 23
 624       43.5    .97 h 24 24
 625      203.0    .33 g 25  0
 626       42.3    .35 g 25  1
 627       17.1    .32 g 25  2
 628      -79.5    .35 g 25  3
 629       -1.5    .34 g 25  4
 630       31.4    .35 g 25  5
 631       18.8    .35 g 25  6
 632       21.5    .35 g 25  7
 633      -94.6    .35 g 25  8
 634       35.0    .35 g 25  9
 635      -60.6    .36 g 25 10
 636      -11.7    .37 g 25 11
 637      -84.7    .39 g 25 12
